STUDENT_ID,DET_Region,METRO/NON-METRO,EDUCATION SECTOR,LOCAL GOVERNMENT AREA,SEX,STUDY STRAND,SES_QUARTILE,SES quartile (student residence),Country_of_birth,LOTE SPOKEN AT HOME,DESTINATION,DESTINATION (including deferrals)
168,North-Western Victoria,Metropolitan,Government,Banyule,M,VCE non-VET,High,Highest,Other,Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
169,South-Western Victoria,Metropolitan,Government,Hobsons Bay,M,VCAL Only,Low - Medium,Lower-middle,Other,Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
170,South-Western Victoria,Metropolitan,Government,Hobsons Bay,F,VCAL Only,Low - Medium,Lower-middle,Other,Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
171,South-Eastern Victoria,Metropolitan,Independent,Glen Eira,F,VCE VET,High,Highest,Other,Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
172,North-Eastern Victoria,Metropolitan,Government,Maroondah,F,VCE non-VET,High,Highest,Other,Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
173,North-Eastern Victoria,Metropolitan,Government,Whitehorse,F,VCE non-VET,Medium,Upper-middle,Other,No,Apprenticeship/traineeship,Apprenticeship/traineeship
174,South-Western Victoria,Metropolitan,Government,Brimbank,F,VCAL Only,Low - Medium,Lower-middle,Other,Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
175,South-Eastern Victoria,Metropolitan,Government,Kingston,M,VCE non-VET,Lowest,Lowest,Other,Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
176,South-Western Victoria,Metropolitan,Government,Brimbank,F,VCAL Only,Lowest,Lowest,Other,Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
177,South-Western Victoria,Metropolitan,Government,Wyndham,M,VCAL Only,Low - Medium,Lower-middle,Other,Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
178,South-Eastern Victoria,Metropolitan,Government,Casey,M,VCAL Only,Medium,Upper-middle,Other,Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
179,South-Western Victoria,Metropolitan,Government,Wyndham,M,VCAL Only,Medium,Upper-middle,Other,Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
180,South-Eastern Victoria,Metropolitan,Government,Greater Dandenong,F,VCAL Only,Lowest,Lowest,Other,Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
181,South-Western Victoria,Metropolitan,Government,Maribyrnong,M,VCAL Only,Lowest,Lowest,Other,Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
182,North-Eastern Victoria,Non-Metropolitan,Government,Alpine,F,VCE VET,Unknown,Unknown,New Zealand,No,Apprenticeship/traineeship,Apprenticeship/traineeship
183,North-Eastern Victoria,Non-Metropolitan,Government,Alpine,M,VCE VET,Unknown,Unknown,New Zealand,No,Apprenticeship/traineeship,Apprenticeship/traineeship
184,South-Eastern Victoria,Metropolitan,Independent,Kingston,F,VCE VET,High,Highest,New Zealand,No,Apprenticeship/traineeship,Apprenticeship/traineeship
185,South-Eastern Victoria,Metropolitan,Government,Greater Dandenong,M,VCE non-VET,Low - Medium,Lower-middle,New Zealand,Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
186,South-Eastern Victoria,Metropolitan,Government,Casey,M,VCAL Only,Medium,Upper-middle,New Zealand,No,Apprenticeship/traineeship,Apprenticeship/traineeship
187,South-Western Victoria,Metropolitan,Government,Wyndham,F,VCE VET,Medium,Upper-middle,New Zealand,No,Apprenticeship/traineeship,Apprenticeship/traineeship
188,South-Eastern Victoria,Metropolitan,Government,Glen Eira,F,VCE non-VET,Medium,Upper-middle,New Zealand,No,Apprenticeship/traineeship,Apprenticeship/traineeship
189,South-Eastern Victoria,Metropolitan,Government,Casey,F,VCAL Only,Lowest,Lowest,New Zealand,No,Apprenticeship/traineeship,Apprenticeship/traineeship
190,North-Western Victoria,Metropolitan,Government,Whittlesea,M,VCAL Only,Low - Medium,Lower-middle,New Zealand,Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
191,South-Western Victoria,Non-Metropolitan,Government,Surf Coast,M,VCE VET,High,Highest,New Zealand,No,Apprenticeship/traineeship,Apprenticeship/traineeship
192,South-Eastern Victoria,Non-Metropolitan,Catholic,Wellington,M,VCE VET,Lowest,Lowest,New Zealand,No,Apprenticeship/traineeship,Apprenticeship/traineeship
193,South-Eastern Victoria,Metropolitan,Government,Kingston,M,VCE VET,Medium,Upper-middle,New Zealand,No,Apprenticeship/traineeship,Apprenticeship/traineeship
194,South-Western Victoria,Metropolitan,Government,Brimbank,M,VCAL Only,Lowest,Lowest,New Zealand,Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
195,South-Eastern Victoria,Metropolitan,Government,Casey,F,VCE VET,Low - Medium,Lower-middle,New Zealand,No,Apprenticeship/traineeship,Apprenticeship/traineeship
196,South-Eastern Victoria,Metropolitan,Catholic,Stonnington,M,VCE non-VET,High,Highest,New Zealand,No,Apprenticeship/traineeship,Apprenticeship/traineeship
197,South-Eastern Victoria,Metropolitan,Government,Casey,F,VCE VET,Medium,Upper-middle,New Zealand,No,Apprenticeship/traineeship,Apprenticeship/traineeship
198,North-Eastern Victoria,Metropolitan,Government,Monash,M,VCE non-VET,High,Highest,New Zealand,Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
199,North-Western Victoria,Metropolitan,Government,Whittlesea,F,VCE non-VET,Lowest,Lowest,New Zealand,No,Apprenticeship/traineeship,Apprenticeship/traineeship
200,South-Eastern Victoria,Metropolitan,Government,Frankston,M,VCAL Only,Low - Medium,Lower-middle,New Zealand,No,Apprenticeship/traineeship,Apprenticeship/traineeship
201,South-Eastern Victoria,Metropolitan,Government,Frankston,M,VCAL Only,Medium,Upper-middle,New Zealand,No,Apprenticeship/traineeship,Apprenticeship/traineeship
202,South-Western Victoria,Non-Metropolitan,Government,Greater Geelong,M,VCE VET,Medium,Upper-middle,New Zealand,No,Apprenticeship/traineeship,Apprenticeship/traineeship
203,South-Western Victoria,Metropolitan,Independent,Melbourne,M,IB,High,Highest,Malaysia,Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
204,North-Western Victoria,Non-Metropolitan,Government,Greater Bendigo,M,VCE non-VET,Low - Medium,Lower-middle,Malaysia,No,Apprenticeship/traineeship,Apprenticeship/traineeship
205,North-Eastern Victoria,Metropolitan,Government,Knox,M,VCE non-VET,High,Highest,Malaysia,Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
206,North-Western Victoria,Metropolitan,Catholic,Moreland,M,VCE VET,High,Highest,Lebanon,Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
207,South-Western Victoria,Metropolitan,Government,Moonee Valley,F,VCE non-VET,Low - Medium,Lower-middle,"Korea, Republic of (South)",Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
208,North-Eastern Victoria,Metropolitan,Government,Monash,M,VCE non-VET,Low - Medium,Lower-middle,"Korea, Republic of (South)",Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
209,North-Eastern Victoria,Metropolitan,Catholic,Monash,M,VCAL Only,High,Highest,Italy,Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
210,South-Western Victoria,Metropolitan,Adult,Melbourne,M,VCAL Only,Medium,Upper-middle,Italy,No,Apprenticeship/traineeship,Apprenticeship/traineeship
211,North-Western Victoria,Metropolitan,Government,Hume,M,VCAL Only,Low - Medium,Lower-middle,Iraq,Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
212,North-Western Victoria,Metropolitan,Government,Hume,M,VCAL Only,Low - Medium,Lower-middle,Iraq,Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
213,North-Western Victoria,Metropolitan,Government,Whittlesea,F,VCE non-VET,Lowest,Lowest,Iraq,Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
214,North-Western Victoria,Metropolitan,Government,Hume,M,VCAL Only,Low - Medium,Lower-middle,Iraq,No,Apprenticeship/traineeship,Apprenticeship/traineeship
215,North-Western Victoria,Metropolitan,Government,Hume,M,VCAL Only,High,Highest,Iraq,Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
216,North-Western Victoria,Metropolitan,Government,Hume,M,VCAL Only,Lowest,Lowest,Iraq,Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
217,North-Western Victoria,Metropolitan,Government,Hume,F,VCE non-VET,Lowest,Lowest,Iraq,No,Apprenticeship/traineeship,Apprenticeship/traineeship
218,North-Western Victoria,Metropolitan,Government,Moreland,M,VCE non-VET,Low - Medium,Lower-middle,Iran,Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
219,North-Western Victoria,Metropolitan,Government,Moreland,F,VCE VET,Lowest,Lowest,Iran,Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
220,South-Eastern Victoria,Metropolitan,Government,Greater Dandenong,F,VCE non-VET,Low - Medium,Lower-middle,Iran,Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
221,North-Eastern Victoria,Metropolitan,Government,Maroondah,M,VCE VET,High,Highest,Iran,Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
222,North-Eastern Victoria,Metropolitan,Government,Monash,F,VCE non-VET,High,Highest,Iran,Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
223,South-Eastern Victoria,Metropolitan,Government,Casey,F,VCE non-VET,Medium,Upper-middle,India,Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
224,South-Eastern Victoria,Metropolitan,Government,Greater Dandenong,M,VCAL Only,Lowest,Lowest,India,Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
225,South-Western Victoria,Metropolitan,Government,Brimbank,F,VCE non-VET,Medium,Upper-middle,India,Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
226,South-Western Victoria,Metropolitan,Government,Wyndham,M,VCE VET,Medium,Upper-middle,India,Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
227,South-Western Victoria,Metropolitan,Catholic,Melton,F,VCE non-VET,Lowest,Lowest,India,No,Apprenticeship/traineeship,Apprenticeship/traineeship
228,North-Western Victoria,Metropolitan,Government,Hume,M,VCE non-VET,Low - Medium,Lower-middle,India,Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
229,South-Eastern Victoria,Metropolitan,Government,Greater Dandenong,F,VCE non-VET,Medium,Upper-middle,India,No,Apprenticeship/traineeship,Apprenticeship/traineeship
230,South-Western Victoria,Metropolitan,Catholic,Hobsons Bay,M,VCE VET,Medium,Upper-middle,India,No,Apprenticeship/traineeship,Apprenticeship/traineeship
231,North-Eastern Victoria,Metropolitan,Independent,Monash,F,VCE non-VET,High,Highest,India,No,Apprenticeship/traineeship,Apprenticeship/traineeship
232,South-Western Victoria,Metropolitan,Independent,Melbourne,M,VCAL Only,Low - Medium,Lower-middle,India,Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
233,South-Eastern Victoria,Metropolitan,Government,Glen Eira,F,VCE non-VET,High,Highest,India,Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
234,South-Western Victoria,Metropolitan,Government,Moonee Valley,M,VCE VET,High,Highest,India,Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
235,North-Western Victoria,Metropolitan,Adult,Hume,M,VCE VET,Low - Medium,Lower-middle,India,Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
236,North-Eastern Victoria,Metropolitan,Government,Maroondah,M,VCE non-VET,Medium,Upper-middle,India,Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
237,South-Eastern Victoria,Metropolitan,Government,Casey,M,VCE non-VET,Medium,Upper-middle,India,No,Apprenticeship/traineeship,Apprenticeship/traineeship
238,South-Western Victoria,Metropolitan,Adult,Melbourne,M,VCAL Only,High,Highest,India,Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
239,South-Eastern Victoria,Metropolitan,Government,Frankston,M,VCE non-VET,Medium,Upper-middle,Hong Kong (SAR of China),Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
240,North-Eastern Victoria,Metropolitan,Government,Boroondara,M,VCE non-VET,High,Highest,Greece,No,Apprenticeship/traineeship,Apprenticeship/traineeship
241,North-Western Victoria,Metropolitan,Independent,Yarra,M,VCE non-VET,Medium,Upper-middle,Greece,Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
242,North-Western Victoria,Metropolitan,Government,Whittlesea,F,VCE non-VET,Low - Medium,Lower-middle,Fiji,Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
243,South-Western Victoria,Metropolitan,Government,Wyndham,M,VCE non-VET,Low - Medium,Lower-middle,Fiji,Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
244,North-Eastern Victoria,Non-Metropolitan,Government,Mitchell,M,VCE VET,Lowest,Lowest,Fiji,Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
245,North-Western Victoria,Metropolitan,Government,Hume,M,VCE VET,Low - Medium,Lower-middle,Egypt,Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
246,North-Eastern Victoria,Metropolitan,Government,Monash,M,VCE non-VET,Low - Medium,Lower-middle,China (excl. SARs and Taiwan Province),Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
247,North-Eastern Victoria,Metropolitan,Government,Monash,M,VCE non-VET,High,Highest,China (excl. SARs and Taiwan Province),Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
248,North-Western Victoria,Metropolitan,Catholic,Banyule,F,VCE VET,High,Highest,China (excl. SARs and Taiwan Province),Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
249,North-Eastern Victoria,Metropolitan,Government,Monash,M,VCE non-VET,High,Highest,China (excl. SARs and Taiwan Province),Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
250,North-Eastern Victoria,Metropolitan,Government,Whitehorse,M,VCE non-VET,High,Highest,China (excl. SARs and Taiwan Province),Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
251,North-Eastern Victoria,Metropolitan,Government,Whitehorse,M,VCE non-VET,High,Highest,China (excl. SARs and Taiwan Province),Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
252,North-Eastern Victoria,Metropolitan,Independent,Maroondah,F,VCE VET,High,Highest,China (excl. SARs and Taiwan Province),Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
253,North-Eastern Victoria,Metropolitan,Independent,Boroondara,F,VCE non-VET,Medium,Upper-middle,China (excl. SARs and Taiwan Province),Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
254,North-Eastern Victoria,Metropolitan,Independent,Boroondara,F,VCE non-VET,High,Highest,China (excl. SARs and Taiwan Province),Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
255,North-Eastern Victoria,Metropolitan,Independent,Knox,M,VCE non-VET,High,Highest,China (excl. SARs and Taiwan Province),Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
256,North-Eastern Victoria,Metropolitan,Government,Whitehorse,F,VCE non-VET,High,Highest,China (excl. SARs and Taiwan Province),Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
257,North-Eastern Victoria,Metropolitan,Independent,Knox,F,VCE non-VET,High,Highest,China (excl. SARs and Taiwan Province),Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
258,North-Western Victoria,Metropolitan,Independent,Nillumbik,M,VCE non-VET,High,Highest,China (excl. SARs and Taiwan Province),Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
259,South-Western Victoria,Metropolitan,Government,Wyndham,F,VCE non-VET,Medium,Upper-middle,China (excl. SARs and Taiwan Province),Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
260,South-Eastern Victoria,Metropolitan,Catholic,Port Phillip,M,VCAL Only,High,Highest,China (excl. SARs and Taiwan Province),No,Apprenticeship/traineeship,Apprenticeship/traineeship
261,North-Eastern Victoria,Metropolitan,Independent,Knox,M,VCE non-VET,High,Highest,China (excl. SARs and Taiwan Province),Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
262,North-Eastern Victoria,Non-Metropolitan,Government,Benalla,F,VCE non-VET,Low - Medium,Lower-middle,China (excl. SARs and Taiwan Province),No,Apprenticeship/traineeship,Apprenticeship/traineeship
263,South-Western Victoria,Non-Metropolitan,Independent,Greater Geelong,F,VCE non-VET,High,Highest,China (excl. SARs and Taiwan Province),Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
264,North-Eastern Victoria,Metropolitan,Government,Monash,M,VCE non-VET,Medium,Upper-middle,China (excl. SARs and Taiwan Province),Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
265,North-Eastern Victoria,Metropolitan,Independent,Boroondara,F,IB,High,Highest,China (excl. SARs and Taiwan Province),Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
266,North-Western Victoria,Metropolitan,Government,Moreland,M,VCE non-VET,Medium,Upper-middle,China (excl. SARs and Taiwan Province),Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
267,North-Eastern Victoria,Metropolitan,Government,Monash,M,VCE non-VET,High,Highest,China (excl. SARs and Taiwan Province),Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
268,North-Eastern Victoria,Metropolitan,Government,Monash,M,VCE non-VET,Lowest,Lowest,China (excl. SARs and Taiwan Province),No,Apprenticeship/traineeship,Apprenticeship/traineeship
269,North-Eastern Victoria,Metropolitan,Government,Boroondara,M,VCE non-VET,High,Highest,China (excl. SARs and Taiwan Province),Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
270,North-Eastern Victoria,Metropolitan,Independent,Boroondara,F,VCE non-VET,High,Highest,China (excl. SARs and Taiwan Province),Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
271,South-Eastern Victoria,Metropolitan,Independent,Kingston,M,VCE non-VET,High,Highest,China (excl. SARs and Taiwan Province),No,Apprenticeship/traineeship,Apprenticeship/traineeship
272,South-Eastern Victoria,Metropolitan,Government,Glen Eira,M,VCE non-VET,Unknown,Unknown,China (excl. SARs and Taiwan Province),Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
273,North-Western Victoria,Metropolitan,Government,Darebin,M,VCE non-VET,Lowest,Lowest,China (excl. SARs and Taiwan Province),Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
274,North-Eastern Victoria,Metropolitan,Government,Manningham,M,VCE non-VET,High,Highest,China (excl. SARs and Taiwan Province),Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
275,North-Eastern Victoria,Metropolitan,Government,Whitehorse,M,VCE non-VET,High,Highest,China (excl. SARs and Taiwan Province),No,Apprenticeship/traineeship,Apprenticeship/traineeship
276,North-Eastern Victoria,Metropolitan,Government,Monash,F,VCE non-VET,High,Highest,China (excl. SARs and Taiwan Province),Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
277,North-Western Victoria,Metropolitan,Government,Yarra,F,VCE non-VET,Unknown,Unknown,China (excl. SARs and Taiwan Province),Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
