STUDENT_ID,DET_Region,METRO/NON-METRO,EDUCATION SECTOR,LOCAL GOVERNMENT AREA,SEX,STUDY STRAND,SES_QUARTILE,SES quartile (student residence),Country_of_birth,LOTE SPOKEN AT HOME,DESTINATION,DESTINATION (including deferrals)
5170,South-Eastern Victoria,Metropolitan,Independent,Stonnington,F,IB,High,Highest,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5171,North-Western Victoria,Metropolitan,Independent,Banyule,M,VCE non-VET,High,Highest,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5172,North-Western Victoria,Metropolitan,Independent,Banyule,M,VCE non-VET,High,Highest,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5173,South-Eastern Victoria,Metropolitan,Government,Kingston,F,VCE non-VET,High,Highest,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5174,North-Eastern Victoria,Metropolitan,Government,Maroondah,M,VCE non-VET,High,Highest,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5175,South-Eastern Victoria,Metropolitan,Independent,Stonnington,F,VCE non-VET,High,Highest,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5176,South-Eastern Victoria,Metropolitan,Independent,Stonnington,F,VCE non-VET,Medium,Upper-middle,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5177,South-Eastern Victoria,Metropolitan,Independent,Stonnington,F,VCE non-VET,High,Highest,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5178,South-Eastern Victoria,Metropolitan,Independent,Stonnington,F,VCE non-VET,High,Highest,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5179,South-Eastern Victoria,Metropolitan,Government,Mornington Peninsula,M,VCE non-VET,High,Highest,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5180,North-Western Victoria,Metropolitan,Government,Darebin,F,VCE non-VET,Medium,Upper-middle,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5181,South-Eastern Victoria,Metropolitan,Government,Bayside,M,VCE non-VET,High,Highest,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5182,North-Eastern Victoria,Metropolitan,Government,Whitehorse,F,VCE non-VET,High,Highest,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5183,North-Western Victoria,Metropolitan,Government,Darebin,F,VCE non-VET,Medium,Upper-middle,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5184,North-Eastern Victoria,Metropolitan,Independent,Monash,M,VCE non-VET,High,Highest,China (excl. SARs and Taiwan Province),No,Bachelor degree,Bachelor degree
5185,North-Eastern Victoria,Metropolitan,Independent,Monash,F,VCE non-VET,Medium,Upper-middle,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5186,North-Eastern Victoria,Metropolitan,Independent,Monash,F,VCE non-VET,High,Highest,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5187,North-Eastern Victoria,Metropolitan,Government,Monash,M,VCE non-VET,High,Highest,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5188,North-Eastern Victoria,Metropolitan,Government,Monash,F,VCE non-VET,High,Highest,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5189,North-Eastern Victoria,Metropolitan,Government,Monash,F,VCE non-VET,High,Highest,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5190,North-Eastern Victoria,Metropolitan,Government,Monash,F,VCE non-VET,High,Highest,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5191,North-Eastern Victoria,Metropolitan,Government,Boroondara,M,VCE non-VET,High,Highest,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5192,North-Eastern Victoria,Metropolitan,Government,Boroondara,F,VCE non-VET,High,Highest,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5193,North-Eastern Victoria,Metropolitan,Government,Boroondara,M,VCE non-VET,High,Highest,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5194,North-Western Victoria,Metropolitan,Independent,Nillumbik,F,VCE non-VET,High,Highest,China (excl. SARs and Taiwan Province),No,Bachelor degree,Bachelor degree
5195,North-Western Victoria,Metropolitan,Government,Darebin,F,VCE non-VET,Low - Medium,Lower-middle,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5196,North-Eastern Victoria,Metropolitan,Independent,Boroondara,M,VCE non-VET,Medium,Upper-middle,China (excl. SARs and Taiwan Province),No,Bachelor degree,Bachelor degree
5197,North-Eastern Victoria,Metropolitan,Independent,Boroondara,M,IB,Medium,Upper-middle,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5198,South-Western Victoria,Metropolitan,Independent,Melbourne,F,VCE non-VET,Low - Medium,Lower-middle,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5199,South-Western Victoria,Metropolitan,Independent,Melbourne,F,VCE VET,Low - Medium,Lower-middle,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5200,South-Western Victoria,Metropolitan,Independent,Wyndham,F,VCE non-VET,Low - Medium,Lower-middle,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5201,North-Western Victoria,Metropolitan,Independent,Yarra,F,VCE non-VET,High,Highest,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5202,South-Western Victoria,Metropolitan,Independent,Melbourne,M,VCE non-VET,Low - Medium,Lower-middle,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5203,North-Eastern Victoria,Metropolitan,Independent,Whitehorse,F,IB,High,Highest,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5204,North-Eastern Victoria,Metropolitan,Government,Boroondara,M,VCE non-VET,High,Highest,China (excl. SARs and Taiwan Province),Prefer not to say,Bachelor degree,Bachelor degree
5205,North-Eastern Victoria,Metropolitan,Government,Boroondara,F,VCE non-VET,High,Highest,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5206,North-Eastern Victoria,Metropolitan,Government,Manningham,M,VCE non-VET,Medium,Upper-middle,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5207,South-Eastern Victoria,Metropolitan,Independent,Glen Eira,F,VCE non-VET,Unknown,Unknown,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5208,North-Eastern Victoria,Metropolitan,Government,Whitehorse,F,VCE non-VET,High,Highest,China (excl. SARs and Taiwan Province),No,Bachelor degree,Bachelor degree
5209,North-Eastern Victoria,Metropolitan,Government,Monash,M,VCE non-VET,High,Highest,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5210,North-Eastern Victoria,Metropolitan,Government,Boroondara,F,VCE non-VET,High,Highest,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5211,North-Eastern Victoria,Metropolitan,Government,Boroondara,F,VCE non-VET,High,Highest,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5212,North-Eastern Victoria,Metropolitan,Government,Boroondara,F,VCE non-VET,High,Highest,China (excl. SARs and Taiwan Province),No,Bachelor degree,Bachelor degree
5213,North-Eastern Victoria,Metropolitan,Government,Boroondara,F,VCE non-VET,Medium,Upper-middle,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5214,North-Western Victoria,Metropolitan,Independent,Nillumbik,F,VCE non-VET,High,Highest,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5215,South-Western Victoria,Metropolitan,Government,Maribyrnong,F,VCE non-VET,Medium,Upper-middle,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5216,North-Eastern Victoria,Metropolitan,Independent,Monash,M,VCE non-VET,High,Highest,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5217,South-Eastern Victoria,Metropolitan,Government,Frankston,M,VCE non-VET,Low - Medium,Lower-middle,China (excl. SARs and Taiwan Province),No,Bachelor degree,Bachelor degree
5218,North-Eastern Victoria,Metropolitan,Government,Manningham,M,VCE non-VET,High,Highest,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5219,South-Eastern Victoria,Metropolitan,Independent,Mornington Peninsula,F,VCE non-VET,High,Highest,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5220,South-Eastern Victoria,Metropolitan,Independent,Mornington Peninsula,M,VCE VET,High,Highest,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5221,North-Eastern Victoria,Metropolitan,Government,Boroondara,M,VCE non-VET,High,Highest,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5222,North-Eastern Victoria,Metropolitan,Government,Boroondara,F,VCE non-VET,High,Highest,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5223,North-Eastern Victoria,Metropolitan,Government,Boroondara,F,VCE non-VET,High,Highest,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5224,North-Eastern Victoria,Metropolitan,Government,Manningham,F,VCE non-VET,High,Highest,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5225,North-Eastern Victoria,Metropolitan,Government,Boroondara,F,VCE non-VET,High,Highest,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5226,North-Eastern Victoria,Metropolitan,Government,Boroondara,F,VCE non-VET,Medium,Upper-middle,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5227,North-Eastern Victoria,Metropolitan,Government,Boroondara,F,VCE non-VET,High,Highest,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5228,South-Eastern Victoria,Metropolitan,Government,Frankston,F,VCE non-VET,Low - Medium,Lower-middle,China (excl. SARs and Taiwan Province),No,Bachelor degree,Bachelor degree
5229,North-Eastern Victoria,Metropolitan,Government,Manningham,F,VCE non-VET,High,Highest,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5230,South-Eastern Victoria,Metropolitan,Government,Frankston,M,VCE non-VET,Low - Medium,Lower-middle,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5231,South-Eastern Victoria,Metropolitan,Government,Frankston,F,VCE non-VET,Low - Medium,Lower-middle,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5232,South-Eastern Victoria,Metropolitan,Government,Frankston,M,VCE non-VET,Low - Medium,Lower-middle,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5233,North-Eastern Victoria,Metropolitan,Government,Manningham,M,VCE non-VET,High,Highest,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5234,South-Eastern Victoria,Metropolitan,Independent,Kingston,F,VCE non-VET,Low - Medium,Lower-middle,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5235,North-Eastern Victoria,Metropolitan,Government,Manningham,F,VCE non-VET,High,Highest,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5236,North-Eastern Victoria,Metropolitan,Government,Manningham,F,VCE non-VET,High,Highest,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5237,South-Eastern Victoria,Metropolitan,Government,Kingston,F,VCE non-VET,Medium,Upper-middle,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5238,South-Eastern Victoria,Metropolitan,Government,Glen Eira,F,VCE non-VET,Unknown,Unknown,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5239,North-Eastern Victoria,Metropolitan,Independent,Yarra Ranges,F,VCE non-VET,Medium,Upper-middle,China (excl. SARs and Taiwan Province),No,Bachelor degree,Bachelor degree
5240,South-Eastern Victoria,Metropolitan,Government,Casey,M,VCE non-VET,High,Highest,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5241,South-Eastern Victoria,Metropolitan,Government,Frankston,F,VCE non-VET,Low - Medium,Lower-middle,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5242,South-Western Victoria,Metropolitan,Government,Moonee Valley,F,VCE non-VET,Medium,Upper-middle,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5243,South-Eastern Victoria,Metropolitan,Independent,Cardinia,M,VCE non-VET,Low - Medium,Lower-middle,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5244,South-Western Victoria,Metropolitan,Government,Melbourne,M,VCE non-VET,Low - Medium,Lower-middle,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5245,North-Eastern Victoria,Non-Metropolitan,Independent,Mitchell,M,IB,Low - Medium,Lower-middle,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5246,South-Eastern Victoria,Non-Metropolitan,Government,Latrobe,F,VCE non-VET,Lowest,Lowest,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5247,South-Western Victoria,Metropolitan,Government,Melbourne,F,VCE non-VET,Medium,Upper-middle,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5248,South-Eastern Victoria,Metropolitan,Government,Casey,F,VCE non-VET,Low - Medium,Lower-middle,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5249,South-Eastern Victoria,Metropolitan,Catholic,Stonnington,F,VCE non-VET,High,Highest,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5250,North-Eastern Victoria,Metropolitan,Government,Whitehorse,F,VCE non-VET,Medium,Upper-middle,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5251,North-Eastern Victoria,Metropolitan,Government,Whitehorse,F,VCE non-VET,High,Highest,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5252,North-Eastern Victoria,Metropolitan,Government,Whitehorse,M,VCE non-VET,Medium,Upper-middle,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5253,North-Eastern Victoria,Metropolitan,Government,Monash,F,VCE non-VET,High,Highest,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5254,South-Eastern Victoria,Metropolitan,Government,Port Phillip,M,VCE non-VET,Low - Medium,Lower-middle,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5255,North-Eastern Victoria,Metropolitan,Government,Whitehorse,F,VCE non-VET,Medium,Upper-middle,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5256,North-Eastern Victoria,Metropolitan,Independent,Boroondara,F,VCE non-VET,Medium,Upper-middle,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5257,South-Eastern Victoria,Metropolitan,Government,Kingston,F,VCE non-VET,Unknown,Unknown,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5258,South-Eastern Victoria,Metropolitan,Government,Kingston,F,VCE non-VET,Medium,Upper-middle,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5259,South-Eastern Victoria,Metropolitan,Government,Kingston,M,VCE non-VET,Medium,Upper-middle,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5260,North-Eastern Victoria,Metropolitan,Government,Whitehorse,F,VCE non-VET,Medium,Upper-middle,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5261,North-Eastern Victoria,Metropolitan,Independent,Maroondah,M,VCE non-VET,Medium,Upper-middle,China (excl. SARs and Taiwan Province),No,Bachelor degree,Bachelor degree
5262,South-Western Victoria,Metropolitan,Government,Maribyrnong,M,VCE non-VET,Medium,Upper-middle,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5263,South-Western Victoria,Non-Metropolitan,Government,Ballarat,M,VCE VET,Low - Medium,Lower-middle,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5264,South-Eastern Victoria,Metropolitan,Independent,Bayside,F,VCE non-VET,High,Highest,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5265,South-Western Victoria,Metropolitan,Independent,Melbourne,F,VCE non-VET,Low - Medium,Lower-middle,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5266,North-Western Victoria,Metropolitan,Independent,Yarra,F,VCE non-VET,High,Highest,China (excl. SARs and Taiwan Province),No,Bachelor degree,Bachelor degree
5267,North-Western Victoria,Metropolitan,Independent,Yarra,M,VCE non-VET,High,Highest,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5268,South-Western Victoria,Metropolitan,Government,Maribyrnong,F,VCE non-VET,Lowest,Lowest,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5269,South-Eastern Victoria,Metropolitan,Independent,Kingston,F,VCE non-VET,High,Highest,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5270,North-Western Victoria,Metropolitan,Independent,Yarra,F,VCE non-VET,High,Highest,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
5271,North-Eastern Victoria,Non-Metropolitan,Independent,Mitchell,F,IB,Medium,Upper-middle,China (excl. SARs and Taiwan Province),No,Bachelor degree,Bachelor degree
5272,North-Western Victoria,Non-Metropolitan,Catholic,Greater Bendigo,M,VCE non-VET,Low - Medium,Lower-middle,Canada,No,Bachelor degree,Bachelor degree
5273,North-Eastern Victoria,Metropolitan,Independent,Manningham,F,VCE non-VET,High,Highest,Canada,No,Bachelor degree,Bachelor degree
5274,North-Eastern Victoria,Metropolitan,Independent,Manningham,F,VCE VET,High,Highest,Canada,No,Bachelor degree,Bachelor degree
5275,North-Eastern Victoria,Metropolitan,Catholic,Monash,M,VCE VET,High,Highest,Canada,No,Bachelor degree,Bachelor degree
5276,North-Western Victoria,Non-Metropolitan,Independent,Greater Bendigo,F,VCE non-VET,Low - Medium,Lower-middle,Canada,No,Bachelor degree,Bachelor degree
5277,North-Eastern Victoria,Metropolitan,Independent,Boroondara,F,VCE non-VET,High,Highest,Canada,No,Bachelor degree,Bachelor degree
5278,North-Western Victoria,Metropolitan,Catholic,Moreland,F,VCE VET,Low - Medium,Lower-middle,Canada,No,Bachelor degree,Bachelor degree
5279,North-Eastern Victoria,Metropolitan,Government,Monash,F,VCE non-VET,High,Highest,Canada,No,Bachelor degree,Bachelor degree
5280,South-Eastern Victoria,Metropolitan,Government,Port Phillip,F,VCE non-VET,High,Highest,Canada,No,Bachelor degree,Bachelor degree
5281,North-Eastern Victoria,Metropolitan,Independent,Boroondara,M,VCE non-VET,High,Highest,Canada,No,Bachelor degree,Bachelor degree
5282,North-Eastern Victoria,Metropolitan,Independent,Boroondara,M,VCE non-VET,High,Highest,Canada,No,Bachelor degree,Bachelor degree
5283,North-Eastern Victoria,Metropolitan,Catholic,Monash,F,VCE non-VET,Medium,Upper-middle,Canada,No,Bachelor degree,Bachelor degree
5284,South-Eastern Victoria,Metropolitan,Government,Casey,M,VCE non-VET,High,Highest,Canada,No,Bachelor degree,Bachelor degree
5285,South-Eastern Victoria,Metropolitan,Government,Frankston,M,VCE non-VET,High,Highest,Canada,No,Bachelor degree,Bachelor degree
5286,South-Western Victoria,Metropolitan,Government,Moonee Valley,F,VCE non-VET,Medium,Upper-middle,Canada,Yes,Bachelor degree,Bachelor degree
5287,North-Eastern Victoria,Metropolitan,Independent,Whitehorse,F,VCE VET,High,Highest,Canada,No,Bachelor degree,Bachelor degree
5288,South-Eastern Victoria,Metropolitan,Catholic,Mornington Peninsula,F,VCE VET,Medium,Upper-middle,Canada,No,Bachelor degree,Bachelor degree
5289,North-Eastern Victoria,Metropolitan,Catholic,Boroondara,M,VCE non-VET,High,Highest,Canada,Yes,Bachelor degree,Bachelor degree
5290,North-Eastern Victoria,Metropolitan,Independent,Boroondara,M,VCE non-VET,High,Highest,Canada,Yes,Bachelor degree,Bachelor degree
5291,North-Eastern Victoria,Metropolitan,Government,Monash,F,VCE non-VET,Lowest,Lowest,Cambodia(Kampuchea),Yes,Bachelor degree,Bachelor degree
5292,North-Eastern Victoria,Metropolitan,Government,Monash,F,VCE non-VET,Lowest,Lowest,Cambodia(Kampuchea),Yes,Bachelor degree,Bachelor degree
5293,South-Eastern Victoria,Metropolitan,Government,Greater Dandenong,F,VCE non-VET,Low - Medium,Lower-middle,Cambodia(Kampuchea),Yes,Bachelor degree,Bachelor degree
5294,North-Eastern Victoria,Metropolitan,Government,Monash,M,VCE non-VET,Lowest,Lowest,Cambodia(Kampuchea),Yes,Bachelor degree,Bachelor degree
5295,South-Eastern Victoria,Metropolitan,Government,Greater Dandenong,M,VCE non-VET,Low - Medium,Lower-middle,Cambodia(Kampuchea),Yes,Bachelor degree,Bachelor degree
5296,South-Western Victoria,Metropolitan,Catholic,Hobsons Bay,F,VCE non-VET,Medium,Upper-middle,Cambodia(Kampuchea),Yes,Bachelor degree,Bachelor degree
5297,South-Eastern Victoria,Metropolitan,Government,Greater Dandenong,F,VCE non-VET,Lowest,Lowest,Cambodia(Kampuchea),Yes,Bachelor degree,Bachelor degree
5298,South-Western Victoria,Metropolitan,Government,Hobsons Bay,F,VCE non-VET,Low - Medium,Lower-middle,Cambodia(Kampuchea),Yes,Bachelor degree,Bachelor degree
5299,South-Eastern Victoria,Metropolitan,Government,Kingston,M,VCE non-VET,Lowest,Lowest,Cambodia(Kampuchea),Yes,Bachelor degree,Bachelor degree
5300,North-Eastern Victoria,Metropolitan,Government,Monash,F,VCE non-VET,High,Highest,Cambodia(Kampuchea),Yes,Bachelor degree,Bachelor degree
5301,South-Eastern Victoria,Metropolitan,Government,Greater Dandenong,M,VCE non-VET,Lowest,Lowest,Cambodia(Kampuchea),Yes,Bachelor degree,Bachelor degree
5302,South-Eastern Victoria,Metropolitan,Government,Greater Dandenong,M,VCE non-VET,Medium,Upper-middle,Cambodia(Kampuchea),Yes,Bachelor degree,Bachelor degree
5303,North-Eastern Victoria,Metropolitan,Government,Monash,M,VCE non-VET,Lowest,Lowest,Cambodia(Kampuchea),Yes,Bachelor degree,Bachelor degree
5304,North-Eastern Victoria,Metropolitan,Government,Monash,M,VCE non-VET,Low - Medium,Lower-middle,Cambodia(Kampuchea),Yes,Bachelor degree,Bachelor degree
5305,South-Eastern Victoria,Metropolitan,Government,Glen Eira,F,VCE non-VET,High,Highest,Cambodia(Kampuchea),Yes,Bachelor degree,Bachelor degree
5306,South-Eastern Victoria,Metropolitan,Government,Greater Dandenong,M,VCE non-VET,Low - Medium,Lower-middle,Cambodia(Kampuchea),Yes,Bachelor degree,Bachelor degree
5307,South-Western Victoria,Metropolitan,Catholic,Moonee Valley,F,VCE VET,Medium,Upper-middle,Bosnia and Herzegovina,Yes,Bachelor degree,Bachelor degree
5308,South-Western Victoria,Metropolitan,Government,Brimbank,F,VCE non-VET,Lowest,Lowest,Bosnia and Herzegovina,Yes,Bachelor degree,Bachelor degree
5309,North-Eastern Victoria,Metropolitan,Independent,Monash,M,VCE non-VET,High,Highest,Bosnia and Herzegovina,Yes,Bachelor degree,Bachelor degree
5310,South-Eastern Victoria,Metropolitan,Independent,Greater Dandenong,F,VCE non-VET,Lowest,Lowest,Bosnia and Herzegovina,Yes,Bachelor degree,Bachelor degree
5311,South-Eastern Victoria,Metropolitan,Government,Greater Dandenong,M,VCE non-VET,Lowest,Lowest,Bosnia and Herzegovina,Yes,Bachelor degree,Bachelor degree
5312,South-Eastern Victoria,Metropolitan,Government,Greater Dandenong,M,VCE non-VET,Lowest,Lowest,Bosnia and Herzegovina,Yes,Bachelor degree,Bachelor degree
5313,South-Eastern Victoria,Metropolitan,Independent,Greater Dandenong,F,VCE non-VET,Lowest,Lowest,Bosnia and Herzegovina,Yes,Bachelor degree,Bachelor degree
5314,South-Eastern Victoria,Metropolitan,Independent,Greater Dandenong,M,VCE non-VET,Lowest,Lowest,Bosnia and Herzegovina,Yes,Bachelor degree,Bachelor degree
5315,North-Western Victoria,Metropolitan,Government,Darebin,F,VCE non-VET,Lowest,Lowest,Australia,No,Bachelor degree,Bachelor degree
5316,South-Eastern Victoria,Metropolitan,Government,Cardinia,F,VCE non-VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
5317,South-Eastern Victoria,Metropolitan,Government,Cardinia,F,VCE non-VET,Low - Medium,Lower-middle,Australia,No,Bachelor degree,Bachelor degree
5318,South-Eastern Victoria,Non-Metropolitan,Government,Baw Baw,F,VCE non-VET,Medium,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
5319,South-Eastern Victoria,Metropolitan,Government,Cardinia,F,VCE VET,Lowest,Lowest,Australia,No,Bachelor degree,Bachelor degree
5320,South-Eastern Victoria,Metropolitan,Government,Cardinia,F,VCE non-VET,Medium,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
5321,South-Eastern Victoria,Metropolitan,Government,Cardinia,M,VCE non-VET,Medium,Upper-middle,Australia,Yes,Bachelor degree,Bachelor degree
5322,South-Eastern Victoria,Metropolitan,Government,Cardinia,F,VCE non-VET,Low - Medium,Lower-middle,Australia,No,Bachelor degree,Bachelor degree
5323,South-Western Victoria,Non-Metropolitan,Government,Glenelg,F,VCE non-VET,Lowest,Lowest,Australia,No,Bachelor degree,Bachelor degree
5324,South-Eastern Victoria,Metropolitan,Government,Cardinia,F,VCE non-VET,Low - Medium,Lower-middle,Australia,No,Bachelor degree,Bachelor degree
5325,South-Eastern Victoria,Metropolitan,Government,Cardinia,M,VCE non-VET,Low - Medium,Lower-middle,Australia,No,Bachelor degree,Bachelor degree
5326,North-Eastern Victoria,Non-Metropolitan,Independent,Wangaratta,F,VCE VET,Low - Medium,Lower-middle,Australia,Yes,Bachelor degree,Bachelor degree
5327,North-Eastern Victoria,Non-Metropolitan,Catholic,Wangaratta,M,VCE non-VET,Low - Medium,Lower-middle,Australia,No,Bachelor degree,Bachelor degree
5328,South-Eastern Victoria,Metropolitan,Adult,Frankston,F,VCE non-VET,Medium,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
5329,North-Western Victoria,Metropolitan,Government,Darebin,F,VCAL Only,Medium,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
5330,South-Western Victoria,Metropolitan,Adult,Melbourne,F,VCE non-VET,Low - Medium,Lower-middle,Australia,No,Bachelor degree,Bachelor degree
5331,South-Western Victoria,Metropolitan,Adult,Melbourne,M,VCE non-VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
5332,South-Western Victoria,Non-Metropolitan,Adult,Greater Geelong,M,VCE non-VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
5333,North-Eastern Victoria,Metropolitan,Government,Whitehorse,M,VCE non-VET,High,Highest,Australia,Yes,Bachelor degree,Bachelor degree
5334,North-Eastern Victoria,Metropolitan,Government,Whitehorse,M,VCE non-VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
5335,North-Eastern Victoria,Metropolitan,Government,Whitehorse,F,VCE non-VET,Medium,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
5336,North-Eastern Victoria,Metropolitan,Government,Whitehorse,M,VCE non-VET,Medium,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
5337,North-Eastern Victoria,Metropolitan,Government,Whitehorse,F,VCE non-VET,Medium,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
5338,North-Eastern Victoria,Metropolitan,Government,Whitehorse,F,VCE non-VET,Medium,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
